layer,country,name,lat,lon,date,description,color,id
Places,ES,Alhambra,37.176078,-3.588141,,,#673ab7,p-5a463311379c40fda56927ed990d70e7
Places,ES,Alicante. Ficus Monumentales,38.34129,-0.486848,2022,,#0288d1,p-89118afbf38a42219ff6e1318e8608bb
Places,ES,Aquopolis Villanueva de la Cañada,40.456663,-3.990413,,,#0288d1,p-d6962af984a6444cbb29627f10725c9c
Places,ES,Basílica de Nuestra Señora del Pilar,41.656771,-0.878519,,,#0288d1,p-511cc2bbafc1494bb8d1fd0f54bda8cb
Places,ES,"Bilbao, Casco Viejo",43.259566,-2.92384,,,#0288d1,p-20ec346cbd7f42ed91f6e3cf0f68cdfb
Places,ES,Cartagena. Museo Foro Romano. Molinete.,37.602758,-0.984145,2022,,#0288d1,p-ff7fe6ea695c49f0ad7797fc0ef6a53e
Places,ES,Castillo de Peñíscola,40.358578,0.407961,,,#0288d1,p-41f65f4b2bf34d07ab31eb3af4a75fdf
Places,ES,Donostia-San Sebastian,43.318334,-1.981231,,,#0288d1,p-5d9b20da14fc4e19aef5c98c8f65dbb9
Places,ES,Gaztelugatxe,43.447,-2.785,,,#0288d1,p-ac7bc6aa945b455ba979c408130f6890
Places,ES,La Lonja de la Seda,39.474371,-0.378325,,,#673ab7,p-e3c024b6aaa34dbf91b5cb45c10ba9a9
Places,ES,La Sagrada Familia,41.40363,2.174356,,,#0288d1,p-c252147fd306490cb6993a8a8ad037c2
Places,ES,"Llagostera, La Torre de la Presó",41.829024,2.891935,,,#0288d1,p-d69ea9a679c946f688253e04df1c8f76
Places,ES,"Lleida, Porta dels Apòstols",41.617611,0.626466,,,#0288d1,p-4a4b560b2b544675a6f4fa8a1d714463
Places,ES,Montgrí Castle,42.052007,3.131631,,,#0288d1,p-64423880467b4d0eada594729290e45e
Places,ES,Montjuïc Castle,41.362959,2.165064,,,#0288d1,p-23b45d5ac90d4ca1871dc152c56b56df
Places,ES,Mosque-Cathedral of Córdoba,37.878906,-4.779387,,,#0288d1,p-c9450138963d437d80a183ac7874e8a6
Places,ES,Muralles de Girona,41.986581,2.828378,,,#0288d1,p-88e6c3e853d744aa90b0dba671cddb20
Places,ES,Museu de les Ciències Príncipe Felipe,39.456107,-0.352084,,,#0288d1,p-b825f4cd6ccb4ee492fed81b4a23b83b
Places,ES,Museu del Mar - Can Garriga,41.699648,2.850726,2023,,#0288d1,p-9c65f98718904d7aa43d186f74a6e8b9
Places,ES,"Palamos, Escenari Espai Sardanes",41.847842,3.125578,,,#0288d1,p-eeda16279cb84d9a806998e6422b10fb
Places,ES,"Pamplona, Monumento al Encierro",42.814787,-1.641324,,,#0288d1,p-76177d97c6fa417e8eece91fa29e7437
Places,ES,Pp's Park Platja d'Aro,41.811517,3.06083,,,#0288d1,p-4d363454fc4f487a83fb3832a0c930fb
Places,ES,"Prado Museum Broadcasting, SAU",40.415609,-3.691371,,,#0288d1,p-1f95a644c45143309e9efec55ef6df2e
Places,ES,Royal Palace of Madrid,40.417955,-3.714312,,,#0288d1,p-150d19b456d0489caa2570ab4c35d2ad
Places,ES,"Sant Feliu de Guíxols, Parròquia de Santa Maria Assumpta",41.786042,3.033037,2022,Великдень 2022,#0288d1,p-3f57f5fb57524e9595da74f060041808
Places,ES,"Sevilla, Plaza de España",37.377196,-5.986893,,,#0288d1,p-5c097c69be714d65aa3d494bbf215ee6
Places,ES,SLas Ventas Bullring,40.432136,-3.663291,2012,,#0288d1,p-655ae2957a6e44fdb6c51068d2a1eeed
Places,ES,Zumaia,43.300254,-2.260885,,,#0288d1,p-9d55641ac75f4e5891408b617305c014
Places,FR,Basilique Notre-Dame de la Garde,43.283953,5.371238,,,#0288d1,p-1c1ab8679a5d42d8a557e80af1af36f7
Places,FR,Canal du Midi,43.613201,1.424278,,"""This 360-km network of navigable waterways linking the Mediterranean and the Atlantic through 328 structures (locks, aqueducts, bridges, tunnels, etc.) is one of the most..""",#673ab7,p-b8900c447c1d4c728819cbcb45b5106a
Places,FR,Cité de Carcassonne,43.206082,2.364196,2023-05-01,,#673ab7,p-d5533ed18aee46e4a08bfafc53bb771b
Places,FR,INSEAD,48.406601,2.685375,,,#0288d1,p-6428aa569664494fb5daf00a6cc9e48b
Places,FR,Léon - Montpellier Antigone,43.607315,3.896261,,,#0288d1,p-408ce2bb0d39445383ee0db2a140ff78
Places,FR,Mont Saint-Michel,48.636063,-1.511457,2023-06-11,,#673ab7,p-1bbaaf91fb8e40b095b7f814284aeb7e
Places,FR,"Montpellier, Arc de Triomphe",43.611144,3.872424,,,#0288d1,p-59a93b04cd8c4617949dfabcbcd2800d
Places,FR,Musée d'Orsay,48.859961,2.326561,2023-06-10,,#0288d1,p-51ec9d8ceb8b4187bb59431f1bc6da8c
Places,FR,Palace of the Kings of Majorca,42.693988,2.893925,,,#0288d1,p-9d41a518e19c4f03b284d4f3bd1135a8
Places,FR,"Paris, Arc de Triomphe",48.873792,2.295028,2019,2019/20,#0288d1,p-ea8256b2abc44d058a061cb0973a8478
Places,FR,"Paris, Eiffel Tower",48.85837,2.294481,2019,"2019/20. 2 tickets Adult (2 x 25,50 €)",#0288d1,p-892565e214464f8e94f23bad4a1e90c8
Places,FR,"Paris, Léon - [ex Léon de Bruxelles]",48.883447,2.328125,2019,2019/20,#0288d1,p-ed9c579f1e0d43c2bb9b11ecf465dc8f
Places,FR,"Paris, Léon - [ex Léon de Bruxelles]",48.871384,2.335458,2019,2019/20,#0288d1,p-8f0d28ae07da44508418784fa74e793d
Places,FR,"Paris, Louvre Museum",48.860611,2.337644,2019,2019/20. 2x Entrance Ticket + Audio Guide (in English) (€24.71) = €49.42,#0288d1,p-0404c20ec91747e38269d8a2d91550b7
Places,FR,"Paris, Palace of Versailles",48.804865,2.120355,2019,2019/20. 2x Entrance Ticket + Audio Guide (in English) (€24.71) €49.42,#673ab7,p-890e2bba2c5e492f9eb98636001bcd5b
Places,FR,"Paris, Sacré-Cœur",48.886705,2.343104,2019,2019/20,#0288d1,p-05acffa7d4484301a22a011ffde308dc
Places,FR,Rennes. Notre Dame De Bonne Nouvelle,48.114968,-1.680425,2023,,#0288d1,p-98aa9f756320446686ec04e3b5e408c6
Places,FR,Tomb of Napoleon,48.855061,2.312539,,,#0288d1,p-9ecda9b4edbd40db91166b07754ded22
Places,FR,"Toulouse, Place du Capitole",43.604312,1.443312,,,#0288d1,p-27b634d2622a47a0ab4abd6add55aeb2
Places,,GB-FR La Manche Tunnel,51.018391,1.491474,,,#0288d1,p-e4cf979b05e0476fb18fbb6fcb357f20
Places,GE,Adjarian Wine House,41.548372,41.741425,2018,,#0288d1,p-29af50d66a3d4eae86926d3a9804cbc7
Places,GE,"Batumi, Ali & Nino Statue",41.655578,41.643125,2018,,#0288d1,p-47bff1cc61b24e98a70210fc94d3c0fa
Places,GE,Batumi's Rafting,41.571863,41.858052,2018,,#0288d1,p-1d05436e04914d0f902ebe40f5a16376
Places,GE,Gergeti Trinity Church,42.6622,44.620257,2019,,#0288d1,p-aee5c9b2472b4d508e1066136a238c64
Places,GE,Gudauri View Point,42.492117,44.452807,2019,,#0288d1,p-4e52259c845c4d508132e552f424e03d
Places,GE,Kazbegi Hotel,42.659004,44.650856,2019,,#0288d1,p-bd27f7b3db6c44b6ab10da289fece6a9
Places,GR,Acropolis of Athens,37.971532,23.725749,,,#673ab7,p-4e1f8a71027342e6acf9325fd0ded5cf
Places,GR,Lake Kournas,35.330383,24.276198,,,#0288d1,p-bd7e3424f33b48419e56225146780079
Places,GR,Rhetymno Old Town,35.369561,24.472755,,,#0288d1,p-237058a1e51f4a3393f3c1fe23c98e79
Places,HK,Deep Water Bay Beach,22.243908,114.188058,,,#0288d1,p-563a952caf5a4e24abe8b312b867ab17
Places,HK,Sik Sik Yuen Wong Tai Sin Temple,22.342726,114.193258,,,#0288d1,p-6d91d82c55af499c90466b82fe458f87
Places,HK,Tai Shing Street Market,22.337384,114.194467,,,#0288d1,p-cd5169aee46147a4918b88464dca38b0
Places,HK,Temple Street Night Market,22.306518,114.16998,,,#0288d1,p-b8d32ecbf8524dc6b61124334a1d67fe
Places,HK,The Victoria Peak,22.270396,114.149923,,,#0288d1,p-11928781557c4b7cbe0cbfb21c397d42
Places,HR,Limski Fjord,45.131273,13.735979,,,#0288d1,p-b02da88d557b4cbeb36042b352febed4
Places,HR,Poreč,45.226855,13.595517,2011,,#0288d1,p-96b95350143a45baa9eac7b9125c2d1d
Places,HR,Pula Arena,44.87323,13.850246,,,#0288d1,p-cf2fcbb602234b7ca02f717dd0fd0120
Places,HR,"Zagrab, Avenue Mall",45.776569,15.978981,2011,,#0288d1,p-32ec6338bb214a4da48ecff942be3994
Places,HU,Budapest Fisherman's Bastion,47.502183,19.034781,,,#0288d1,p-ebd526c590ea451ab86e9f78b6aa9db5
Places,HU,"Budapest, Széchenyi Chain Bridge",47.498993,19.043699,,200 FT,#0288d1,p-3039855bc1dd4b768e84a639b9bd65bf
Places,HU,Visegrád High Castle,47.794075,18.980077,,,#0288d1,p-409705193c1f463e94f9c82d3bbde306
Places,IE,Dublin Castle,53.342886,-6.267428,,,#0288d1,p-ddb03a2c53ef435ab9109957dc63187a
Places,IE,Guinness Storehouse,53.341809,-6.286716,,,#0288d1,p-5e36de6fe0bd450ab45573e680e6f4fd
Places,IE,Howth Cliff Walk,53.385003,-6.046817,,,#0288d1,p-88d05539bd374a978a1b0aaff0a4aae6
Places,IE,Kish Fish,53.391415,-6.070539,,,#0288d1,p-932f937eef1c49bf8aa639990b1f9ed3
Places,IE,No2 Bar and Grill,53.288521,-6.369908,,,#0288d1,p-3707593d40f54eda96dfa9456b6a777e
Places,IE,Plunkets,53.34797,-6.26258,,,#0288d1,p-2d499bb6cc7a44f384a706ad921621a3
Places,IE,The Quays Dublin - Temple Bar,53.345673,-6.263255,,,#0288d1,p-ffeb4887a2754cf5adaf70822b51f50b
Places,IE,The Temple Bar Pub,53.345474,-6.264194,,,#0288d1,p-d26f0594c0aa4cf1a6c8cd874c38cd41
Places,IE,Vat House Bar,53.344657,-6.261935,,,#0288d1,p-95f7e2741ec6463eb6a97539c5fa5244
Places,IE,Jameson Distillery Bow St.,53.348185,-6.277029,,,#0288d1,p-cdc5424faa374a8fa995aeead8512bfc
Places,IL,Church of Nativity,31.704303,35.207529,,,#0288d1,p-efdd01fda42748bb8250dc97bbf70cc3
Places,IL,Ein Bokek beach,31.196636,35.363254,,,#0288d1,p-479191047ca4407c80c007b165cd045a
Places,IL,Eshet Lot / Lots Wife,31.081763,35.395602,,,#0288d1,p-e74810c433ae49e69e7c776d38c0ecfc
Places,IL,Jerusalem. Western Wall,31.776719,35.234508,,,#0288d1,p-c1b4c278aa7a434987df3e8ce45edabc
Places,IL,Nazareth. Church Of Annunciation,32.7022,35.297403,,,#0288d1,p-337e7a899e66412aa80be8b4e983c7fb
Places,IL,The Jordan Carriages‬,32.7112,35.571104,,,#0288d1,p-fa557a5abff8468c818665c2c6b76ce7
Places,IL,Tiberias Lake,32.755262,35.635456,,,#0288d1,p-01498d96a2324d6aa54f866216af4dd8
Places,IT,Aquarium of Genoa,44.410221,8.926671,,,#0288d1,p-abdc4dc8f2e14bd0b905e8f09e215085
Places,IT,Bugatti Autoricambi S.p.A.,45.565586,10.129178,2010,,#0288d1,p-12615c6da6ac493ba6d3b24b73fac14b
Places,IT,Colosseum,41.89021,12.492231,,,#0288d1,p-23b5c391bba7453a977d26dd8cb9da96
Places,IT,Duomo di Milano,45.464098,9.191926,,,#0288d1,p-615cc317a26f47bd8ee727418e5b8ee1
Places,IT,Historic Centre of Rome,41.902701,12.496235,,,#673ab7,p-8af16a4f6d99416e894d2621b7145491
Places,IT,Menaggio,46.021707,9.238828,,,#0288d1,p-bd2bab1bd8a54332b526bf0ef43c3d33
Places,IT,Mount Vesuvius,40.822383,14.428906,,,#0288d1,p-c785472d73664ebfb9aa005e35c4ea9e
Places,IT,Pompeii,40.751127,14.486111,,,#673ab7,p-45fc2e5793c3414bae82315018668fed
Places,IT,Santa Maria delle Grazie,45.465963,9.170962,,,#673ab7,p-f7e4555e559e43d38dd5d3caf7fcc650
Places,IT,Santuario di San Bernardino alle Ossa,45.462417,9.195541,,,#0288d1,p-c8fcd093921d40278aabe5962ace2a25
Places,IT,Sforzesco Castle,45.470476,9.179332,,,#0288d1,p-8587392abeef47628441de2c687ddee9
Places,IT,St. Mark's Square,45.434167,12.338472,,,#0288d1,p-89163d61d9284361ba5178ae2bc0b75e
Places,IT,The Basilica of St. Anthony,45.401394,11.880773,,,#0288d1,p-4c3871e81b1b4e60b04caf3e72a71033
Places,IT,Verona,45.438384,10.991622,,,#0288d1,p-a8e5ecfeffc047ac81cbfda43c7388df
Places,KZ,Akbozat,51.122775,71.634065,,"Знакомство с национальным казахским бытом. Второй день Конгресса завершится посещением парка отдыха с возможностью поучаствовать в национальных мастер-классах:. ""Национальная кухня"". ""Мелодичный сазсырнай"". ""Казахская Юрта"". ""Национальный танец""",#0288d1,p-7653be2347544e7aa2ff894aaba0bb08
Places,KZ,Akmola oblast,51.376353,71.771642,,"показательная охота с беркутом, во время которой профессиональный беркутчи расскажет вам о способах охоты и ее основных приемах, об этапах приобщения птицы к охоте, о сложностях воспитания ее характера.",#0288d1,p-bb0c9ed3d7664a7b8567362ce8b88891
Places,KZ,Astana. Expo,51.088712,71.415944,,,#0288d1,p-9995eb8cabaa48be9bfad9a7401103b4
Places,LU,Luxembourg,49.611621,6.131935,,,#0288d1,p-b2bd42079c5f439cb29612909a14fd5c
Places,ME,Budva Old Town,42.27815,18.837642,,,#0288d1,p-caa3fd83b8d34e908746589d5e1c64a3
Places,ME,Sveti Stefan,42.255888,18.891263,,,#0288d1,p-ffc8f07799c4412e9bef859ef7a46014
Places,MO,Sands Macao,22.191631,113.554871,,,#0288d1,p-6ee459c0b6284896a9ad3163fca89e2a
Places,NL,"Amsterdam, Boat tour",52.361835,4.882688,,,#0288d1,p-a5cbc7d26aa44c378fb1cada771ae454
Places,NL,"Eindhoven, Markt",51.439305,5.478252,,,#0288d1,p-9c617114a36640dda2825887eb9b728d
Places,NL,Rijksmuseum,52.359998,4.885219,,,#0288d1,p-b52f3959631a4c00a84a84413a3c7235
Places,NL,Zaandam,52.438151,4.815123,,,#0288d1,p-b6a6dd6d44a040af80d0300001c8cf6e
Places,NL,Zaandam wind mills,52.474201,4.817619,,,#0288d1,p-244297568c584cdd9a105a8a76a276a3
Places,NO,Akershus Fortress,59.907586,10.737084,,,#0288d1,p-3d8d9e378c7a42bdac141fef349dad73
Places,NO,Hovedøya,59.895229,10.724641,,,#0288d1,p-7c96c3de10ac4904a1b41565829c9a71
Places,NO,Kragstøtten,59.972502,10.655492,,,#0288d1,p-1305596c75da4dd38f8eac20e229126d
Places,NO,"Oslo, Fram Museum",59.903381,10.699729,,,#673ab7,p-974f135883fc4fa28f559079a587dd8b
Places,NO,The Vigeland Park,59.927029,10.700865,,,#0288d1,p-12eb1202e23443879df0bf96f82d1b2e
Places,OM,Mutrah Souq,23.620382,58.564562,2025-10-04,,#0288d1,p-b8864ef8bd2b4c0999ae662460104224
Places,OM,Nizwa Fort,22.933212,57.530196,2025-10-04,,#0288d1,p-8da3ed0feb49406da3a89c5ae6618753
Places,OM,Wadi Tanuf,23.05324,57.468895,2025-10-04,,#0288d1,p-53c7315ea0ba43fa9ed5ba96f5eec496
Places,OM,Wilderness,23.17724,57.853293,2025-10-04,,#0288d1,p-7c40dfb457bb40278472b42811f40c34
Places,PL,Baba Sianya's Place,50.462449,17.337032,,,#0288d1,p-302443fded9041c284e0ea8d6b18244c
Places,PL,Historic Centre of Kraków,50.060544,19.941718,,,#673ab7,p-6a6497fa483a4ce181353066999c69fd
Places,PL,Historic Centre of Warsaw,52.247733,21.013608,,,#673ab7,p-3fac13ba58c546df9e991930e5fc0098
Places,PL,Hydropolis Wroclaw,51.103524,17.057204,2025,06.09.2025,#0288d1,p-cf3bef3ca50244f8bf7587f4ff521b9f
Places,PL,Kaplica Świętej Jadwigi,50.863412,17.466551,2025,Roman and Diana Wedding 2025,#0288d1,p-fc9d0f858ce04d6fbdf37e766fc470fb
Places,PL,Kopalnia Soli Wieliczka,49.985429,20.057573,,,,p-5315a4e776d04d39aa324f970dbdcd57
Places,PL,"Kraków, Stare Miasto",50.060544,19.941718,,,#0288d1,p-a8acf46cf5574c11b21d35425e5fb7fe
Places,PL,Łańcut Castle,50.06867,22.23459,2025,,#0288d1,p-0feab995d7964d4ea1907565f7ea6c4a
Places,PL,Lublin Castle,51.250424,22.572438,2024-07-23,,#0288d1,p-489aeb37e4a14ed0aa6e9046200d3557
Places,PL,Moszna Zamek,50.440748,17.767819,,,#0288d1,p-8817a08f7da447a9918eb5aeaa65fa34
Places,PL,Museum in Nieborów and Arkadia,52.066589,20.070225,,,#0288d1,p-77da19005e7b48e3b45d069d2fe74cee
Places,PL,Poznań Old Market Square,52.40825,16.934368,,,#0288d1,p-a9010e0c1dd04bfe9f83e16606374b05
Places,PL,"Rzeszów, Śródmieście",50.039541,22.003655,,,#0288d1,p-40cf9c61d53a4fcd9b69e2358b20511c
Places,PL,Solina Dam,49.39579,22.454019,2025,,#0288d1,p-69fd36416d5b433688e15b160033149f
Places,PL,UA Border,49.221162,22.717363,2025,,#0288d1,p-0905ab2344d041ffbcc05c2bb4492e72
Places,PL,"Wrocław, Market Square",51.110374,17.031031,,,#0288d1,p-89079e030d2748a98162418952dc8c73
Places,PL,Zapora wodna w Myczkowcach,49.431112,22.408368,,,#0288d1,p-41443cb5ad9e42a7b46ee6e1d690c83b
Places,PL,Zwierzyniec Pod Topolą,52.245003,21.477533,,,#0288d1,p-a78c29f0fd7d4f12a838968b822c037c
Places,PL,Zamek w Pszczynie,49.978158,18.940452,,,,p-5fa9679e2250404e90ddfea36f2e87e0
Places,PT,"Lisboa, Santa Justa Lift",38.71213,-9.13943,,,#0288d1,p-3b45c2710b4c4fc59eb6a16d1e5b307a
Places,PT,Nova Praia,38.634246,-9.232163,,,#0288d1,p-6a9ff6585e994d0ebfb9cbb40ed2c82b
Places,QA,Flagpoles of the World Cup Competitors,25.293112,51.528859,2025-10-05,,#0288d1,p-2ef08ce36d3d4ffba4927b62d2131dab
Places,QA,Souq Waqif,25.287982,51.532883,2025-10-05,,#0288d1,p-b004945a021040a58dd393b3f293eb36
Places,RO,"București, Piana Vyshnia - Vișinotecă",44.430984,26.101565,2021-06-17,,#0288d1,p-1632dabff92f48e68f9676c97f0402b8
Places,RO,Heroes' Mausoleum,45.872387,27.207888,2010,,#0288d1,p-cec4c648968246a4aa9b7cbe0966aa9d
Places,RU,Kislovodsk,43.905591,42.715918,,,#0288d1,p-ba2cfc2e37f04934a035c7f0c3ee776b
Places,RU,Ozero Tambukan,43.961551,43.163018,,,#0288d1,p-1cfbb01be9844aac8044ffd4e34dd079
Places,RU,Pereval Gumbashi,43.777114,42.208652,,,#0288d1,p-8cab0bcd4cf648a6b3400a67bfa2b43c
Places,RU,"Pyatigorsk, Gora Mashuk",44.050744,43.089,,,#0288d1,p-c0fcab21201f4e58bb5040fa9cb38220
Places,RU,St. Basil's Cathedral,55.752523,37.623087,,,#0288d1,p-229122eeaad44fe1a256dfed3ba041bc
Places,RU,Иноземцево,44.088732,43.095412,,,#0288d1,p-8354b11774cf4d309797f83e78ce5026
Places,RU,"Москва, Бизнес-центр Аврора",55.734527,37.641848,2009,"Deutsche Bank, 2009",#0288d1,p-86ba5d5e05ce420897bc591ce6fa4324
Places,RU,"Москва, ВДНХ",55.834994,37.621937,,,#0288d1,p-a3f9531651984702904def38d5f4542e
Places,SE,Disgusting Food Museum,55.60091,13.001238,,,#0288d1,p-595d16e9da2249369bdebc29737f17d5
Places,SE,Malmö Castle,55.604799,12.987612,,,#0288d1,p-bca16e34a9184e4cb2de0534ef044793
Places,SI,Ljubljana,46.056946,14.505752,,,#0288d1,p-895c543417714de3b8e54f332c2acdaa
Places,SK,Chodník korunami stromov Bachledova dolina,49.286176,20.313358,2026,,,p-3e2e44c9da1a4a2ea768c325a8bc960c
Places,SK,Dolný Kubín,49.212679,19.296875,,,#0288d1,p-5442d7171917423297dc235c2dfc09fd
Places,SK,Lanovka na Hrebienok,49.145582,20.220696,2026,,,p-d96b3642cddf4adba978fb24ef465400
Places,SK,Orava Castle,49.262057,19.358658,,,,p-b6d5a915778041a092240151b311f408
Places,SK,Veža snov,49.127408,20.059223,,,,p-e7d4182b31634d419a43748bb84fc725
Places,TR,Antalya,36.896891,30.713323,,,#0288d1,p-5aff65fa5d1d44418a8a9b8abb251dee
Places,TR,Travertines of Pamukkale (thermal pools),37.923385,29.122712,,,#0288d1,p-eb3cf53376b74fa5b98e7b94865c75f4
Places,UA,Askania Nova zoological park,46.460153,33.863966,,,#0288d1,p-3bd0af350bf1462e8f3af30d19c8d5d5
Places,UA,Heniches'ka Hirka,46.109765,34.82901,,,#0288d1,p-01b9b65e049e4790a58333713ea4061e
Places,UA,Krekhiv monastery,50.034008,23.797861,2006,,#0288d1,p-c9d061d6e7254f68a2e81e941ef1ab8b
Places,UA,Kyiv St. Sophia's Cathedral,50.45291,30.514306,,,#673ab7,p-322347dd708f49b981b8e444d2804465
Places,UA,Lviv,49.839683,24.029717,,,#673ab7,p-78ddb0ff8e4d4c2eb05a8af18fd65c28
Places,UA,Берестечко,50.35894,25.122889,,,#0288d1,p-0362dd2f1f0c475bba3f4c2c8658459a
Places,UA,"Біла  Церква, парк Олександрівка",49.812945,30.068236,,,#0288d1,p-464b37fa7bdb45749bdc3bcaa4f481a1
Places,UA,Буча міський парк,50.562452,30.217938,,,#0288d1,p-a21e3406d9f741998e30ebd0d53b5b72
Places,UA,Високий замок,49.848311,24.039411,,,#0288d1,p-de3405fd5dbe4d4482043ecea369c9f3
Places,UA,Вичтачів. Дніпровські кручі,50.127469,30.839476,,,#0288d1,p-43191d78d9c14547a3873b257a313a51
Places,UA,"Вінниця, Набережна Roshen",49.233023,28.486399,,,#0288d1,p-595ab4aa20934c4eb30517cecf3ae099
Places,UA,Віслюча ферма «Osloff»,50.206794,30.546691,,,#0288d1,p-80171f92c2444d96917c094adf5ae2bc
Places,UA,водоспад Кам'янка,49.033474,23.563925,,,#0288d1,p-48fe5af5bb7e4ba58f6bfa78c550bb26
Places,UA,Гмирянка,50.797506,32.427608,,,#0288d1,p-d1636094e6f74327a65dab8c9d777597
Places,UA,Десна. сплав по річці,50.833915,30.74161,,,#0288d1,p-22607354bc314850a789bf9176df42ae
Places,UA,Деца в Нотаря,48.591831,22.31838,,,#0288d1,p-eefb1e564b724e94bbec85090893f230
Places,UA,Дністровська ГЕС дамба,48.595214,27.456352,,,#0288d1,p-18d5419e4d694d8d8d864f3026e7b188
Places,UA,Долина нарцисів,48.183889,23.356667,,,#0288d1,p-5b475c875bc9467eb0f7913093c5eae7
Places,UA,Задорожнє озеро,49.55404,23.92094,,,#0288d1,p-e636e7e708bd473d9c62e37391c07f5f
Places,UA,Замок Паланок,48.431782,22.687588,,,#0288d1,p-aad883f0fed646469cb3d648e6978d72
Places,UA,Заповідник Tустань,49.191824,23.409472,,,#0288d1,p-3f5f366ccf094813a307eb690e3da975
Places,UA,Затока,46.095555,30.489173,,,#0288d1,p-fad4f5c11f334323a8c1dfae7e83348a
Places,UA,Зашків,49.949301,23.982954,,,#0288d1,p-7c70962ca4114b21afdd78cc54bc3ad9
Places,UA,зоопарк XII місяців,50.737229,30.2974,,,#0288d1,p-bad9206b090548f98076eeaabfa214e1
Places,UA,"Івано-Франківськ, Fabbrica",48.922186,24.711176,,,#0288d1,p-60558d8eae6446428d614f3f52a7d9d8
Places,UA,Кам'янець-Подільська фортеця,48.673476,26.562588,,,#0288d1,p-1a8dfd905b644bd2924d6072713b7d0f
Places,UA,Качанівка,50.836787,32.655282,,,#0288d1,p-06e0e0bbbd8d4d9485e5fc648579cd65
Places,UA,Керч,45.357314,36.468293,,,#0288d1,p-91ea687759ba4426a7e9822bdfca2b87
Places,UA,Коломия,48.530492,25.041205,,,#0288d1,p-7f9b13ce6ea24cd683a3bbca7da1f9cb
Places,UA,Коростишівський кар'єр,50.323307,29.079542,,,#0288d1,p-b580f89c0b01442db807da36842ca8db
Places,UA,"Косино, термальні води",48.259772,22.492739,,,#0288d1,p-32e0cbe8cb1a41fe9e624455b9a17380
Places,UA,Кривий Ріг,47.910483,33.391783,,,#0288d1,p-d82ffd917eeb47fb911c2a03faabd938
Places,UA,Лозівський Молокозавод,48.908594,36.313268,2010,2010/11,#0288d1,p-8e8edb9a8bd945eaafca48ab33179230
Places,UA,"Луцьк, замок Любарта",50.738892,25.323317,,,#0288d1,p-fb7bab4aca9f47689b1e4fe422464008
Places,UA,Лядівський скельний чоловічий монастир,48.484845,27.60799,,,#0288d1,p-70226388d48b4c49901c4c86a3d91b36
Places,UA,Манявський водоспад,48.625698,24.303518,,,#0288d1,p-5c4bcbc9ced44bccbcbbaeee8d70a962
Places,UA,Межигір'я,50.614788,30.473868,,,#0288d1,p-e6c17aa973254f89bcaf0af76796a219
Places,UA,Олеський замок,49.968376,24.900878,,,#0288d1,p-85c6791ba52f40e1b38ba921a233d4d4
Places,UA,Острозький замок,50.326639,26.520773,,,#0288d1,p-dd67cf1bbb4649d8b323a5b18cac83b3
Places,UA,Парк Буки,49.837996,29.656703,,,#0288d1,p-511076afd15043178b0e0cac8c0fd8ab
Places,UA,Парк Київська Русь,50.143896,30.47148,,,#0288d1,p-d4d798a14cc042819225fcc084873fa6
Places,UA,Порт Південний,46.651933,31.016399,,,#0288d1,p-04c585b3eee24739aa1c98c5711c9c89
Places,UA,Почаївська Лавра,50.00543,25.508245,,,#0288d1,p-94ddfd04143f4fc8acfe1148a2c55de1
Places,UA,Равликова ферма Nature_Snail,50.148616,30.61355,,,#0288d1,p-07c9e4f63741432eb084e24af8027f00
Places,UA,"Радомишль, замок",50.47765,29.216622,,,#0288d1,p-027a5928484f4f7b82c08328d978980b
Places,UA,резиденція Хмельницького,49.081025,32.657472,,,#0288d1,p-f9a40181367649838350680a466b49da
Places,UA,Рожеве озеро,46.25128,33.776217,,,#0288d1,p-e7b1e7a9e8714df6b22de4846de6e939
Places,UA,с. Панське Дамба Кременчуцького водосховища,49.505188,32.07561,,,#0288d1,p-ec803890c18b46968411b8d27424f09f
Places,UA,Скадовськ,46.110086,32.893172,,,#0288d1,p-059d84e08c004952a09091a5bfc41657
Places,UA,"Сколе, ресторан Святослав",49.000186,23.467103,,,#0288d1,p-ad56dd7dbef1459aa37adb4b4d6100e6
Places,UA,Солотвино. Підземне відділення республіканської алергологічної лікарні,47.965538,23.849691,,,#0288d1,p-f15749e8a4c04ad780e31c54f39d2cf7
Places,UA,Софіївка Національний дендрологічний парк,48.763369,30.222528,,,#0288d1,p-efd6cb04ceb940309930e7fceef0565c
Places,UA,Ставка Гітлера «Вервольф»,49.307214,28.495134,,,#0288d1,p-b54ba2e42fee4674bf759c02a7cad88f
Places,UA,"Суботів, Іллінська церква",49.094269,32.554871,,,#0288d1,p-1dcf445a92c048ecbb21509bb7d8e9de
Places,UA,Сулимів,49.9685,24.158723,2005-12-10,,#0288d1,p-b8586e25a758402ca116a8e3f5549da9
Places,UA,Сухолуччя,51.025497,30.358057,,,#0288d1,p-ca483be3b7384c579a3fcc44dcc83650
Places,UA,Східниця,49.225104,23.348351,,,#0288d1,p-bc2fc1cd890146c6b6a4cc3e7eb69a12
Places,UA,Тараканівський форт,50.363279,25.715846,,,#0288d1,p-1eae30d67c7748488a6df57c274d3004
Places,UA,Тарасова Гора,49.732098,31.51243,,,#0288d1,p-92ab6bf60be047d38bfaa79a527985fd
